,Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Pick
0,Aaron Gordon,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.001,1.0,PF,24,ORL,62,62.0,32.5,5.4,12.4,0.437,1.2,3.8,0.308,4.2,8.5,0.494,0.484,2.4,3.6,0.674,7.7,3.7,0.8,0.6,1.6,2.0,14.4,19863636,4
1,Aaron Holiday,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.001,-1.6,0.2,PG,23,IND,66,33.0,24.5,3.5,8.5,0.414,1.3,3.3,0.394,2.2,5.2,0.427,0.491,1.1,1.3,0.851,2.4,3.4,0.8,0.2,1.3,1.8,9.5,2239200,23
2,Abdel Nader,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.1,0.2,-1.0,0.2,SF,26,OKC,55,6.0,15.8,2.2,4.8,0.468,0.9,2.3,0.375,1.4,2.5,0.556,0.559,0.9,1.2,0.773,1.8,0.7,0.4,0.4,0.8,1.4,6.3,1618520,58
3,Adam Mokoka,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.001,6.3,12.1,0.1,0.1,0.2,0.073,-3.1,-1.0,-4.1,-0.1,SG,21,CHI,11,0.001,10.2,1.1,2.5,0.429,0.5,1.4,0.4,0.5,1.2,0.462,0.536,0.2,0.4,0.5,0.9,0.4,0.4,0.001,0.2,1.5,2.9,79568,61
4,Admiral Schofield,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,SF,22,WAS,33,2.0,11.2,1.1,2.8,0.38,0.6,1.8,0.311,0.5,0.9,0.516,0.484,0.3,0.5,0.667,1.4,0.5,0.2,0.1,0.2,1.5,3.0,1000000,42
5,Al Horford,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2,C,33,PHI,67,61.0,30.2,4.8,10.6,0.45,1.5,4.2,0.35,3.3,6.4,0.516,0.52,0.9,1.2,0.763,6.8,4.0,0.8,0.9,1.2,2.1,11.9,28000000,3
6,AlFarouq Aminu,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.014,-4.4,1.4,-3.0,-0.1,PF,29,ORL,18,2.0,21.1,1.4,4.8,0.291,0.5,2.0,0.25,0.9,2.8,0.32,0.343,1.1,1.6,0.655,4.8,1.2,1.0,0.4,0.9,1.5,4.3,9258000,8
7,Alec Burks,16.1,0.552,0.373,0.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,1.6,0.9,2.5,0.085,0.7,-0.6,0.1,0.7,SG,28,GSW,48,18.0,29.0,5.1,12.5,0.406,1.8,4.7,0.375,3.3,7.9,0.424,0.476,4.2,4.7,0.897,4.7,3.1,1.0,0.4,1.6,2.2,16.1,2320044,12
8,Alen Smailagic,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.4,-0.8,-2.2,0.001,PF,19,GSW,14,0.001,9.9,1.4,2.9,0.5,0.2,0.9,0.231,1.2,1.9,0.63,0.538,1.1,1.4,0.842,1.9,0.9,0.2,0.3,0.8,1.0,4.2,898310,39
9,Alex Caruso,10.8,0.525,0.412,0.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5,PG,25,LAL,64,2.0,18.4,1.9,4.5,0.412,0.6,1.9,0.333,1.3,2.7,0.468,0.481,1.1,1.5,0.734,1.9,1.9,1.1,0.3,0.8,1.5,5.5,2750000,61
10,Alex Len,17.7,0.6,0.185,0.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,1.5,1.0,2.5,0.122,-0.5,-0.3,-0.7,0.3,C,26,TOT,55,12.0,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,0.58,1.2,1.9,0.648,5.8,0.9,0.4,0.9,1.0,2.3,8.0,4160000,5
11,Alfonzo McKinnie,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,SF,27,CLE,40,1.0,14.8,1.8,4.3,0.427,0.4,1.6,0.215,1.5,2.7,0.557,0.468,0.6,0.8,0.71,2.8,0.4,0.6,0.2,0.7,1.8,4.6,2391985,61
12,Alize Johnson,13.3,0.509,0.276,0.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,0.1,0.2,0.3,0.111,-1.8,0.3,-1.5,0.001,SF,23,IND,17,1.0,6.9,0.7,1.7,0.414,0.2,0.5,0.375,0.5,1.2,0.429,0.466,0.4,0.6,0.7,2.8,0.4,0.2,0.1,0.4,0.7,2.0,1416852,50
13,Amir Coffey,8.5,0.493,0.352,0.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,0.001,0.2,0.1,0.041,-4.2,0.1,-4.1,-0.1,SG,22,LAC,18,1.0,8.8,1.3,3.0,0.426,0.3,1.1,0.316,0.9,1.9,0.486,0.481,0.3,0.6,0.545,0.9,0.8,0.3,0.1,0.4,1.1,3.2,79568,61
14,Andre Drummond,22.0,0.553,0.045,0.375,14.9,37.5,26.0,13.6,2.8,4.2,18.2,25.9,0.6,3.6,4.2,0.108,-0.1,1.1,0.9,1.4,C,26,CLE,8,8.0,28.1,7.3,13.1,0.552,0.5,1.8,0.286,6.8,11.4,0.593,0.571,2.5,4.9,0.513,11.1,1.8,1.5,1.4,3.6,3.1,17.5,27093018,9
15,Andre Iguodala,10.5,0.507,0.534,0.17,4.7,15.7,10.4,16.9,1.6,5.0,21.6,12.7,0.001,0.6,0.6,0.065,-1.9,1.4,-0.5,0.2,SG,36,MIA,21,0.001,19.9,1.8,4.2,0.432,0.7,2.2,0.298,1.1,2.0,0.585,0.511,0.3,0.7,0.4,3.7,2.4,0.7,1.0,1.2,1.7,4.6,17185185,9
16,Andre Roberson,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3.0,6.3,16.1,-0.1,0.1,0.001,-0.017,-5.2,-0.1,-5.3,-0.1,SG,28,OKC,7,0.001,12.4,1.1,4.1,0.276,0.4,2.0,0.214,0.7,2.1,0.333,0.328,0.1,0.3,0.5,3.9,0.6,0.1,0.4,0.3,1.9,2.9,10740740,26
17,Andrew Wiggins,17.5,0.542,0.314,0.324,4.7,10.3,7.4,18.2,1.9,3.8,10.4,25.4,0.2,0.3,0.5,0.064,0.9,-1.1,-0.2,0.2,SF-SG,24,TOT,54,54.0,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.709,5.1,3.7,0.8,1.0,2.4,2.4,21.8,27504630,1
18,Anfernee Simons,9.0,0.502,0.422,0.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,0.001,0.1,0.2,0.005,-2.6,-1.9,-4.5,-0.9,SG,20,POR,70,4.0,20.7,3.1,7.7,0.399,1.1,3.2,0.332,2.0,4.4,0.448,0.469,1.1,1.3,0.826,2.2,1.4,0.4,0.1,0.9,1.9,8.3,2149560,24
19,Ante Zizic,16.4,0.597,0.001,0.264,9.0,24.4,16.6,4.2,1.5,1.9,11.1,17.5,0.3,0.2,0.5,0.106,-1.7,-1.5,-3.2,-0.1,C,23,CLE,22,0.001,10.0,1.9,3.3,0.569,0.001,0.001,0.3415,1.9,3.3,0.569,0.569,0.6,0.9,0.737,3.0,0.3,0.3,0.2,0.5,1.2,4.4,2281800,23
20,Anthony Davis,27.4,0.61,0.199,0.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,6.7,4.4,11.1,0.25,5.4,2.6,8.0,5.4,PF,26,LAL,62,62.0,34.4,8.9,17.7,0.503,1.2,3.5,0.33,7.7,14.2,0.546,0.536,7.2,8.5,0.846,9.3,3.2,1.5,2.3,2.5,2.5,26.1,27093019,1
21,Anthony Tolliver,7.0,0.513,0.797,0.159,4.1,14.3,9.3,6.0,1.0,1.1,14.9,11.1,0.001,0.4,0.5,0.026,-2.7,-0.5,-3.2,-0.3,PF,34,TOT,55,13.0,15.9,1.2,3.3,0.357,0.9,2.6,0.338,0.3,0.7,0.432,0.492,0.4,0.5,0.724,2.8,0.8,0.3,0.2,0.6,1.3,3.6,434704,61
22,Antonius Cleveland,2.5,0.34,0.214,0.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,-0.1,0.001,-0.1,-0.076,-9.0,-1.0,-10.1,-0.1,SG,25,DAL,11,0.001,4.2,0.4,1.3,0.286,0.001,0.3,0.001,0.4,1.0,0.364,0.286,0.3,0.5,0.6,0.6,0.1,0.1,0.3,0.2,0.7,1.0,79568,61
23,Anzejs Pasecniks,11.3,0.551,0.026,0.5,10.1,16.9,13.4,5.7,1.0,2.4,14.5,15.8,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,C,24,WAS,27,0.001,16.2,2.3,4.3,0.526,0.001,0.1,0.001,2.3,4.2,0.54,0.526,1.3,2.1,0.586,4.0,0.7,0.3,0.4,0.9,2.8,5.8,482144,25
24,Aron Baynes,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2,C,33,PHO,42,28.0,22.2,4.4,9.1,0.48,1.4,4.0,0.351,3.0,5.1,0.582,0.558,1.3,1.8,0.747,5.6,1.6,0.2,0.5,1.2,3.4,11.5,5453280,61
25,Austin Rivers,10.4,0.542,0.539,0.222,1.8,9.8,5.8,10.0,1.4,0.5,8.3,15.6,1.2,1.2,2.4,0.072,-2.1,-0.4,-2.5,-0.2,SG,27,HOU,68,4.0,23.4,3.1,7.4,0.421,1.4,4.0,0.356,1.7,3.4,0.498,0.517,1.1,1.6,0.703,2.6,1.7,0.7,0.1,0.7,1.9,8.8,2174310,10
26,Avery Bradley,8.9,0.537,0.452,0.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2,SG,29,LAL,49,44.0,24.2,3.5,7.8,0.444,1.3,3.5,0.364,2.2,4.3,0.51,0.526,0.4,0.5,0.833,2.3,1.3,0.9,0.1,1.0,2.2,8.6,4767000,19
27,BJ Johnson,5.4,0.412,0.281,0.313,3.8,16.1,9.7,5.1,1.8,0.001,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9.0,-0.1,SF,24,ORL,10,0.001,8.3,0.9,3.2,0.281,0.3,0.9,0.333,0.6,2.3,0.261,0.328,0.9,1.0,0.9,1.5,0.3,0.3,0.001,0.6,0.3,3.0,79568,61
28,Bam Adebayo,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2.0,3.4,3.3,PF,22,MIA,72,72.0,33.6,6.1,11.0,0.557,0.001,0.2,0.143,6.1,10.8,0.564,0.558,3.7,5.3,0.691,10.2,5.1,1.1,1.3,2.8,2.5,15.9,3454080,14
29,Ben McLemore,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,2.2,1.1,3.3,0.099,0.001,-0.6,-0.5,0.6,SG,26,HOU,71,23.0,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.656,0.61,0.7,0.9,0.746,2.2,0.8,0.6,0.2,0.7,2.2,10.1,2028594,7
30,Ben Simmons,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,PG,23,PHI,57,57.0,35.4,6.6,11.4,0.58,0.001,0.1,0.286,6.5,11.2,0.583,0.581,3.2,5.2,0.621,7.8,8.0,2.1,0.6,3.5,3.3,16.4,8113929,1
31,Bismack Biyombo,16.1,0.57,0.001,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,C,27,CHO,53,29.0,19.4,2.8,5.2,0.543,0.001,0.001,0.3415,2.8,5.2,0.543,0.543,1.7,2.8,0.603,5.8,0.9,0.2,0.9,0.9,2.2,7.4,17000000,7
32,Blake Griffin,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,PF,30,DET,18,18.0,28.4,4.9,13.9,0.352,1.5,6.2,0.243,3.4,7.7,0.439,0.406,4.2,5.4,0.776,4.7,3.3,0.4,0.4,2.2,1.5,15.5,34449964,1
33,Boban Marjanovic,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,C,31,DAL,44,5.0,9.6,2.8,4.8,0.573,0.1,0.4,0.235,2.7,4.4,0.603,0.583,1.0,1.3,0.754,4.5,0.5,0.2,0.2,0.7,1.3,6.6,3500000,61
34,Bobby Portis,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.001,-1.1,-1.1,0.3,C,24,NYK,66,5.0,21.1,4.0,8.9,0.45,1.0,2.8,0.358,3.0,6.1,0.493,0.507,1.1,1.4,0.763,5.1,1.5,0.5,0.3,1.1,1.7,10.1,15000000,22
35,Bogdan Bogdanovic,15.1,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,SG,27,SAC,61,28.0,29.0,5.5,12.6,0.44,2.7,7.2,0.372,2.8,5.3,0.532,0.547,1.4,1.9,0.741,3.4,3.4,1.0,0.2,1.7,2.2,15.1,8529386,27
36,Bojan Bogdanovic,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,SF,30,UTA,63,63.0,33.1,6.6,14.8,0.447,3.0,7.3,0.414,3.6,7.6,0.479,0.548,4.0,4.4,0.903,4.1,2.1,0.5,0.1,2.5,1.7,20.2,17000000,31
37,Bol Bol,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.001,0.1,0.1,0.063,-2.1,-0.7,-2.9,0.001,SF,20,DEN,7,0.001,12.4,2.0,4.0,0.5,0.6,1.3,0.444,1.4,2.7,0.526,0.571,1.1,1.4,0.8,2.7,0.9,0.3,0.9,1.4,1.6,5.7,79568,44
38,Brad Wanamaker,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,PG,30,BOS,71,1.0,19.3,2.3,5.1,0.448,0.5,1.4,0.363,1.8,3.7,0.481,0.499,1.8,1.9,0.926,2.0,2.5,0.9,0.2,1.1,1.9,6.9,1445697,61
39,Bradley Beal,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5,SG,26,WAS,57,57.0,36.0,10.4,22.9,0.455,3.0,8.4,0.353,7.4,14.4,0.515,0.52,6.8,8.0,0.842,4.2,6.1,1.2,0.4,3.4,2.2,30.5,27093018,3
40,Brandon Clarke,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7,PF,23,MEM,58,4.0,22.4,5.1,8.3,0.618,0.4,1.1,0.359,4.7,7.2,0.658,0.642,1.5,1.9,0.759,5.9,1.4,0.6,0.8,0.9,1.7,12.1,2478840,21
41,Brandon Goodwin,11.6,0.507,0.458,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,PG,24,ATL,34,1.0,12.6,2.2,5.6,0.4,0.8,2.6,0.299,1.5,3.0,0.485,0.468,0.8,0.9,0.933,2.1,1.5,0.4,0.1,0.9,1.3,6.1,522738,61
42,Brandon Ingram,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,PF,22,NOP,62,62.0,33.9,8.2,17.7,0.463,2.4,6.2,0.391,5.8,11.5,0.501,0.531,5.0,5.9,0.851,6.1,4.2,1.0,0.6,3.0,2.9,23.8,7265485,2
43,Brandon Knight,11.9,0.576,0.827,0.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,0.046,0.5,-2.5,-2.0,0.001,PG,28,DET,9,3.0,24.6,3.4,9.0,0.383,2.9,7.4,0.388,0.6,1.6,0.357,0.543,1.8,2.3,0.762,2.3,4.2,0.6,0.1,2.4,2.2,11.6,15643750,8
44,Brian Bowen,0.1,0.3,0.2,0.001,3.6,21.0,12.4,0.001,0.001,2.8,9.1,15.6,-0.1,0.001,-0.1,-0.107,-9.1,-1.6,-10.7,-0.1,SG,21,IND,6,1.0,5.2,0.5,1.7,0.3,0.001,0.3,0.001,0.5,1.3,0.375,0.3,0.001,0.001,0.7735000000000001,1.2,0.001,0.001,0.2,0.2,0.5,1.0,79568,61
45,Brook Lopez,15.0,0.551,0.484,0.227,3.4,13.0,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2.0,1.9,C,31,MIL,68,67.0,26.7,4.3,9.9,0.435,1.5,4.8,0.314,2.8,5.1,0.549,0.511,1.9,2.2,0.836,4.6,1.5,0.7,2.4,1.0,2.4,12.0,12093024,10
46,Bruce Brown,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,SG,23,DET,58,43.0,28.2,3.4,7.7,0.443,0.6,1.7,0.344,2.8,6.1,0.47,0.48,1.5,2.1,0.739,4.7,4.0,1.1,0.5,1.7,2.8,8.9,1416852,42
47,Bruno Caboclo,14.1,0.484,0.371,0.101,10.0,15.8,12.9,6.8,2.9,6.1,12.3,18.0,0.001,0.4,0.4,0.076,-3.0,0.9,-2.1,0.001,C,24,TOT,30,0.001,8.1,1.3,3.0,0.427,0.2,1.1,0.182,1.1,1.9,0.571,0.461,0.3,0.3,0.889,2.0,0.4,0.5,0.6,0.4,1.0,3.0,1845301,20
48,Bruno Fernando,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,C,21,ATL,56,13.0,12.7,1.8,3.6,0.518,0.1,0.7,0.135,1.8,2.9,0.605,0.53,0.5,0.9,0.569,3.5,0.9,0.3,0.3,0.8,1.9,4.3,1400000,34
49,Bryn Forbes,11.1,0.57,0.656,0.155,0.8,7.8,4.3,9.5,1.0,0.001,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,SG,26,SAS,63,62.0,25.1,3.8,9.2,0.417,2.3,6.0,0.388,1.5,3.2,0.47,0.544,1.2,1.4,0.833,2.0,1.7,0.5,0.001,0.9,1.8,11.2,2875000,61
50,Buddy Hield,16.0,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,0.064,2.5,-1.4,1.1,1.7,SG,27,SAC,72,44.0,30.8,6.9,16.1,0.429,3.8,9.6,0.394,3.2,6.6,0.479,0.545,1.6,1.9,0.846,4.6,3.0,0.9,0.2,2.3,2.3,19.2,4861207,6
51,CJ McCollum,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,SG,28,POR,70,70.0,36.5,8.7,19.4,0.451,2.8,7.3,0.379,6.0,12.1,0.494,0.522,2.0,2.6,0.757,4.2,4.4,0.8,0.6,1.8,2.6,22.2,27556959,10
52,Caleb Martin,12.0,0.595,0.44,0.25,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,0.3,0.2,0.5,0.081,-1.6,0.6,-1.0,0.1,SF,24,CHO,18,1.0,17.6,2.1,4.7,0.44,1.1,2.1,0.541,0.9,2.6,0.362,0.56,0.9,1.2,0.81,2.1,1.3,0.7,0.4,0.8,1.8,6.2,898310,61
53,Caleb Swanigan,8.2,0.605,0.047,0.349,10.0,26.5,18.3,14.1,0.4,1.6,38.5,12.9,-0.1,0.2,0.1,0.02,-5.5,-0.1,-5.6,-0.2,PF,22,POR,20,1.0,13.3,1.3,2.2,0.605,0.001,0.1,0.001,1.3,2.1,0.634,0.605,0.4,0.8,0.533,4.7,1.5,0.1,0.3,1.6,2.7,3.0,2033160,26
54,Cam Reddish,9.0,0.5,0.451,0.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.3,-1.0,-4.2,-0.9,SF,20,ATL,58,34.0,26.7,3.7,9.6,0.384,1.4,4.3,0.332,2.2,5.2,0.428,0.459,1.7,2.2,0.802,3.7,1.5,1.1,0.5,1.7,2.3,10.5,4245720,10
55,Cameron Johnson,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,0.102,0.8,-0.4,0.3,0.7,PF,23,PHO,57,9.0,22.0,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.565,0.8,1.0,0.807,3.3,1.2,0.6,0.4,0.6,1.5,8.8,4033440,11
56,Cameron Payne,15.7,0.612,0.426,0.103,2.4,16.6,9.4,19.5,2.1,1.0,13.4,19.1,0.3,0.2,0.5,0.12,0.5,1.0,1.5,0.2,PG,25,PHO,8,0.001,22.9,4.1,8.5,0.485,1.9,3.6,0.517,2.3,4.9,0.462,0.596,0.8,0.9,0.857,3.9,3.0,1.0,0.3,1.4,2.5,10.9,196288,14
57,Caris LeVert,16.1,0.514,0.301,0.269,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5,SG,25,BRK,45,31.0,29.6,6.9,16.3,0.425,1.8,4.9,0.364,5.1,11.4,0.451,0.48,3.1,4.4,0.711,4.2,4.4,1.2,0.2,2.6,1.8,18.7,2625717,20
58,Carmelo Anthony,12.4,0.525,0.289,0.206,4.0,16.1,10.1,6.4,1.2,1.2,10.5,21.2,0.4,0.9,1.3,0.033,-1.8,-1.8,-3.6,-0.8,PF,35,POR,58,58.0,32.8,5.8,13.5,0.43,1.5,3.9,0.385,4.3,9.6,0.448,0.485,2.3,2.8,0.845,6.3,1.5,0.8,0.5,1.7,2.9,15.4,2159029,3
59,Carsen Edwards,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,SG,21,BOS,37,0.001,9.5,1.1,3.5,0.328,0.6,2.1,0.316,0.5,1.4,0.346,0.422,0.4,0.5,0.684,1.3,0.6,0.3,0.1,0.4,0.9,3.3,1228026,33
60,Cedi Osman,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1.0,0.6,1.6,0.04,-1.7,-0.9,-2.6,-0.3,SF,24,CLE,65,65.0,29.4,4.1,9.4,0.437,1.9,4.9,0.383,2.2,4.4,0.497,0.538,1.0,1.4,0.67,3.6,2.4,0.8,0.2,1.4,2.5,11.0,2907143,31
61,Chandler Hutchison,12.4,0.521,0.217,0.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0.001,0.7,0.7,0.06,-2.7,0.1,-2.6,-0.1,SF,23,CHI,28,10.0,18.8,2.9,6.3,0.457,0.4,1.4,0.316,2.4,4.9,0.496,0.491,1.6,2.8,0.59,3.9,0.9,1.0,0.3,1.0,1.7,7.8,2332320,22
62,Charlie Brown,11.0,0.472,0.474,0.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,0.001,0.001,0.001,-0.028,-1.1,-1.4,-2.5,0.001,SG,22,ATL,10,0.001,4.0,0.6,1.9,0.316,0.3,0.9,0.333,0.3,1.0,0.3,0.395,0.5,0.5,1.0,0.4,0.2,0.2,0.2,0.3,0.3,2.0,79568,61
63,Chasson Randle,6.7,0.377,0.5,1.5,0.001,5.6,2.7,15.7,2.4,0.001,0.001,7.1,0.001,0.001,0.001,0.045,-6.0,0.2,-5.8,0.001,PG,26,GSW,3,0.001,13.3,0.001,1.3,0.001,0.001,0.7,0.001,0.001,0.7,0.001,0.001,1.7,2.0,0.833,0.7,1.7,0.7,0.001,0.001,1.0,1.7,91557,61
64,Cheick Diallo,16.5,0.688,0.021,0.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,0.8,0.5,1.3,0.132,-1.1,-0.2,-1.3,0.1,C,23,PHO,47,2.0,10.2,2.0,3.0,0.648,0.001,0.1,0.333,1.9,3.0,0.655,0.651,0.7,0.8,0.872,2.8,0.5,0.2,0.3,0.7,1.2,4.7,1678854,33
65,Chimezie Metu,22.2,0.608,0.048,0.31,12.3,21.6,16.9,14.9,1.4,5.0,17.3,23.7,0.2,0.1,0.3,0.13,1.9,-0.1,1.8,0.1,PF,22,SAS,18,0.001,5.8,1.3,2.3,0.571,0.001,0.1,0.001,1.3,2.2,0.6,0.571,0.6,0.7,0.769,1.8,0.6,0.2,0.3,0.6,0.4,3.2,1416852,49
66,Chris Boucher,20.7,0.587,0.395,0.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,2.1,1.8,3.8,0.224,1.0,1.0,2.0,0.8,PF,27,TOR,62,0.001,13.2,2.3,4.8,0.472,0.6,1.9,0.322,1.7,2.9,0.569,0.535,1.5,1.9,0.784,4.5,0.4,0.4,1.0,0.5,1.8,6.6,1588231,61
67,Chris Chiozza,12.0,0.499,0.514,0.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,0.001,0.4,0.5,0.055,-1.6,0.5,-1.2,0.1,PG,24,WAS,10,0.001,12.3,1.0,3.4,0.294,0.7,1.6,0.438,0.3,1.8,0.167,0.397,0.001,0.001,0.7735000000000001,1.5,2.8,1.0,0.2,0.9,1.2,2.7,79568,61
68,Chris Clemons,13.1,0.548,0.754,0.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,0.1,0.2,0.4,0.058,0.3,-1.3,-1.0,0.1,SG,22,HOU,33,0.001,8.8,1.7,4.3,0.401,1.1,3.2,0.346,0.6,1.1,0.571,0.532,0.3,0.3,0.909,0.9,0.8,0.3,0.2,0.6,0.8,4.9,563346,61
